CNPJ,ProtocoloId2,Bairro (1),Situação,Data da Emissão,Grau de Risco,Principal Atividade,Item,"CNAE
(Especializado)",Descrição da Atividade,Risco Sanitário (RS),SEGMENTO DA ATIVIDADE ECONÔMICA,SUBGRUPO,Classificação Manual,Bairro (2),IDH,label_licenciados,Atividades
22977950000103.0,14619.0,Adrianópolis,Emitido Sob Inspeção,2021-01-25 00:00:00,Baixo Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{5611-2/01.03,5620-1/04,5611-2/03}"
26797716000155.0,14620.0,N. S. Das Gracas,Aguardando Solicitação,2021-06-05 00:00:49.191136,Alto Risco,4664800.0,123.0,466480002.0,"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças compreendidos de produtos
para saúde",Baixo Risco B,PRODUTOS,PPS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4664-8/00.01,4645-1/01,4773-3/00}"
16550434000103.0,14622.0,Gilberto Mestrinho,Emitido Sob Inspeção,2021-01-26 00:00:00,Baixo Risco,8512100.0,190.0,851210000.0,"Educação infantil - pré-
escola",Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Leste,Canaã,Baixo,Licenciados,{8512-1/00}
22800288000383.0,14623.0,Centro,Emitido Automaticamente,2021-06-05 00:00:00,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Sul,Canaã,Baixo,Licenciados,"{4772-5/00,8599-6/99,9602-5/02.01,9602-5/01}"
33191486000141.0,14626.0,Distrito Industrial,Emitido Automaticamente,2021-03-03 00:00:00,Baixo Risco,5611205.0,165.0,561120501.0,"Bares e outros estabelecimentos especializados em servir bebidas, com entretenimento (uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{5611-2/05.01,9311-5/00,4763-6/02,9001-9/06.01,9329-8/03,5611-2/01.03,7721-7/00,8230-0/01.01,8599-6/04,5611-2/04}"
40563187000156.0,14628.0,Aleixo,Emitido Automaticamente,2021-01-28 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4723-7/00,5611-2/03,5611-2/01.02,4721-1/03,5611-2/04,4722-9/01}"
36923146000156.0,14631.0,Colônia Santo Antônio,Emitido,2021-05-19 00:00:00,Alto Risco,4774100.0,142.0,477410000.0,Comércio varejista de artigos de óptica,Baixo Risco B,PRODUTOS,PPS,Oeste,Canaã,Baixo,Licenciados,"{4774-1/00,4721-1/04,4772-5/00,4729-6/99,4789-0/04,4712-1/00,4771-7/03,4773-3/00,4771-7/01}"
4560627000158.0,14632.0,Tancredo Neves,Emitido Automaticamente,2021-07-05 00:00:00,Baixo Risco,4724500.0,134.0,472450000.0,Comércio varejista de hortifrutigranjeiros,Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Licenciados,{4724-5/00}
40564588000120.0,14633.0,Colônia Terra Nova,Aguardando Solicitação,?,Alto Risco,5611201.0,160.0,561120101.0,"Restaurantes e similares com fornecimento de música
(uso de som amplificado)",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Não Licenciados,"{5611-2/01.03,5620-1/04,5620-1/01}"
84470988000142.0,14634.0,Centro,Emitido Sob Inspeção,2021-01-26 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4712-1/00,5611-2/04}"
39812141000144.0,14635.0,Aleixo,Em análise,2021-05-19 00:00:00,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Em processo,{8630-5/04}
16097100000118.0,14637.0,Parque Dez de Novembro,Emitido Automaticamente,2021-01-02 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4723-7/00,4729-6/02,4712-1/00,4618-4/02,4721-1/04,4616-8/00,4613-3/00,4789-0/99.99,4724-5/00,4619-2/00,4399-1/01,4615-0/00}"
22995690000107.0,14642.0,Aleixo,Emitido Automaticamente,2021-01-28 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4723-7/00,4784-9/00.04}"
35009685000111.0,14644.0,Parque Dez de Novembro,Em Exigência,2021-05-01 00:00:00,Alto Risco,8712300.0,248.0,871230000.0,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Em processo,{8712-3/00}
40581424000101.0,14645.0,Chapada,Aguardando Solicitação,2021-01-24 23:59:27.491528,Alto Risco,4729602.0,135.0,472960200.0,Comércio varejista de mercadorias em lojas de conveniência,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Não Licenciados,"{4729-6/02,4772-5/00,4712-1/00,4771-7/03,4713-0/02,4774-1/00,4773-3/00,4771-7/01}"
25170041000157.0,14648.0,Mauazinho,Emitido Automaticamente,2021-01-29 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Licenciados,"{4723-7/00,4729-6/99,4789-0/99.99,4721-1/03}"
37039706000177.0,14649.0,Parque Dez de Novembro,Emitido Automaticamente,2021-01-27 00:00:00,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4772-5/00,4789-0/99.99,4761-0/03}"
31369220000110.0,14651.0,Compensa,Em análise,2021-08-29 20:01:14.350200,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Em processo,"{4772-5/00,4712-1/00,4771-7/03,4773-3/00,4771-7/01}"
25075625000143.0,14653.0,Novo Aleixo,Emitido Sob Inspeção,2021-01-27 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4723-7/00,4784-9/00.05,4713-0/02,4617-6/00}"
40603702000184.0,14656.0,Tancredo Neves,Aguardando Solicitação,2021-08-29 20:01:14.350200,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Leste,Canaã,Baixo,Não Licenciados,"{4772-5/00,4729-6/99,4773-3/00,4771-7/01}"
12217861000105.0,14658.0,Praça 14 de Janeiro,Emitido Sob Inspeção,2021-01-28 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,{4723-7/00}
33255961000104.0,14659.0,Santo Agostinho,Emitido,2021-10-05 00:00:00,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Licenciados,"{4772-5/00,4771-7/01}"
30848767000136.0,14661.0,N. S. Das Gracas,Em Exigência,?,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Em processo,{8630-5/03}
29243511000116.0,14662.0,Sao Jorge,Emitido Automaticamente,2021-01-28 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,{4712-1/00}
40606171000183.0,14663.0,Novo Israel,Aguardando Solicitação,2021-02-25 12:01:04,Alto Risco,4771701.0,137.0,477170100.0,"Comércio varejista de produtos farmacêuticos, sem
manipulação de fórmulas",Alto Risco,PRODUTOS,MEDICAMENTOS,Norte,Canaã,Baixo,Não Licenciados,{4771-7/01}
35540635000166.0,15988.0,D. Pedro,Emitido Automaticamente,2021-06-05 00:00:00,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Oeste,Canaã,Baixo,Licenciados,"{4772-5/00,5611-2/03,9602-5/02.01,9602-5/01}"
8504506000140.0,14668.0,Centro,Emitido Automaticamente,2021-01-29 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4723-7/00,8299-7/07.01,4751-2/01,4721-1/04,4761-0/03}"
40609922000115.0,14669.0,Flores,Emitido Sob Inspeção,2021-01-02 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,{4712-1/00}
39451045000118.0,14673.0,Compensa,Em análise,2021-02-25 12:01:04,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Em processo,"{4772-5/00,4771-7/03,4771-7/01}"
19787358000134.0,14675.0,Santa Etelvina,Emitido Automaticamente,2021-01-02 00:00:00,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,{5611-2/03}
22308583000236.0,14676.0,Flores,Em análise,2021-06-05 00:00:49.191136,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Em processo,"{4772-5/00,4773-3/00,4771-7/01}"
35379748000121.0,14680.0,Cidade Nova,Aguardando Solicitação,?,Alto Risco,8513900.0,191.0,851390000.0,Ensino fundamental,Baixo Risco B,SERVIÇOS,INTERESSE Á SAÚDE,Norte,Canaã,Baixo,Não Licenciados,"{8513-9/00,8512-1/00,8520-1/00,8511-2/00,8541-4/00}"
12109935000190.0,14683.0,Chapada,Aguardando Solicitação,2021-05-04 13:56:25.413626,Alto Risco,9602502.0,259.0,960250201.0,Atividades de estética e outros serviços de cuidados com a beleza,Risco Condicionado,SERVIÇOS,INTERESSE Á SAÚDE,Oeste,Canaã,Baixo,Não Licenciados,"{9602-5/02.01,9609-2/06}"
61365284014830.0,14684.0,Adrianópolis,Emitido Automaticamente,2021-01-02 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4723-7/00,4753-9/00,4762-8/00,4751-2/01,4721-1/04,4752-1/00,4789-0/08,4763-6/01,4761-0/01,4761-0/03,4761-0/02}"
33901399000130.0,14686.0,Centro,Emitido Sob Inspeção,2021-01-02 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{4712-1/00,4751-2/01,4781-4/00,1340-5/01,4789-0/01,7721-7/00,4789-0/08,4789-0/99.06,4789-0/99.99,4763-6/01,4755-5/02,4789-0/99.03,1813-0/01,7729-2/02}"
34625720000164.0,14687.0,Da Paz,Emitido,2021-03-23 00:00:00,Alto Risco,8630504.0,204.0,863050400.0,Atividade odontológica,Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Oeste,Canaã,Baixo,Licenciados,{8630-5/04}
14201895000137.0,14690.0,Chapada,Emitido,2021-08-04 00:00:00,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Licenciados,"{8630-5/03,8630-5/99}"
30914036000141.0,14693.0,Compensa,Aguardando Solicitação,?,Alto Risco,3250706.0,79.0,325070600.0,Serviços de prótese dentária,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Oeste,Canaã,Baixo,Não Licenciados,"{3250-7/06,8630-5/04}"
17331220000109.0,14694.0,Novo Aleixo,Emitido Sob Inspeção,2021-03-02 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4723-7/00,4757-1/00,4753-9/00,4762-8/00,4713-0/02,4751-2/01,4752-1/00}"
36499102000140.0,14698.0,Alvorada,Emitido Automaticamente,2021-02-17 00:00:00,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,"{5611-2/03,9313-1/00}"
39562726000153.0,14699.0,Praça 14 de Janeiro,Em análise,2021-02-25 12:01:04,Alto Risco,4645103.0,118.0,464510300.0,Comércio atacadista de produtos odontológicos,Alto Risco,PRODUTOS,PPS,Sul,Canaã,Baixo,Em processo,"{4645-1/03,4645-1/01,4644-3/01.01,4693-1/00}"
13953320000108.0,14700.0,Tarumã,Emitido Sob Inspeção,2021-02-13 00:00:00,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Oeste,Canaã,Baixo,Licenciados,"{4772-5/00,4712-1/00,4781-4/00,4721-1/03,4721-1/02}"
35900748000125.0,14702.0,Ponta Negra,Emitido Automaticamente,2021-02-02 00:00:00,Baixo Risco,4724500.0,134.0,472450000.0,Comércio varejista de hortifrutigranjeiros,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,"{4724-5/00,4722-9/02,4722-9/01,4721-1/02}"
40669562000147.0,14703.0,Cidade Nova,Emitido Automaticamente,2021-04-02 00:00:00,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{5611-2/03,4729-6/99}"
2887227000207.0,14706.0,Sao Jose,Emitido Automaticamente,2021-03-02 00:00:00,Baixo Risco,4635401.0,100.0,463540100.0,Comércio atacadista de água mineral,Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,"{4635-4/01,4635-4/99,4637-1/99,4635-4/02,4639-7/01}"
38200984000208.0,14709.0,Nova Cidade,Emitido Sob Inspeção,2021-02-22 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4723-7/00,4761-0/03,4721-1/03,4721-1/02}"
6050437000116.0,14712.0,Parque Dez de Novembro,Em análise,2021-06-05 00:00:49.191136,Alto Risco,4649409.0,122.0,464940900.0,"Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar, com atividade de fracionamento e
acondicionamento associada",Alto Risco,PRODUTOS,SANEANTES,Centro-Sul,Canaã,Baixo,Em processo,"{4649-4/09,4645-1/01,4644-3/01.01}"
84486810000190.0,14713.0,Flores,Em Exigência,?,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Em processo,"{4712-1/00,4744-0/02,4744-0/99,4744-0/04,4744-0/06,4744-0/05,4744-0/03,4744-0/01}"
40687954000139.0,14720.0,Sao  Francisco,Emitido Sob Inspeção,2021-03-02 00:00:00,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Sul,Canaã,Baixo,Licenciados,{5611-2/03}
40691035000139.0,14723.0,Adrianópolis,Em Exigência,?,Baixo Risco,4774100.0,142.0,477410000.0,Comércio varejista de artigos de óptica,Baixo Risco B,PRODUTOS,PPS,Centro-Sul,Canaã,Baixo,Em processo,{4774-1/00}
8266979000156.0,14728.0,Centro,Aguardando Solicitação,2021-09-12 18:58:00.858480,Alto Risco,8610101.0,194.0,861010101.0,"Atividades de atendimento hospitalar, exceto pronto-
socorro e unidades para atendimento a urgências",Alto Risco,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8610-1/01.03,8630-5/03,8610-1/01.01,8610-1/02,8650-0/99.99}"
10570490000115.0,14731.0,Santa Etelvina,Emitido Sob Inspeção,2021-04-02 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4712-1/00,4755-5/02}"
40710250000130.0,14733.0,Coroado,Emitido Automaticamente,2021-05-02 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Licenciados,"{4723-7/00,4712-1/00,4729-6/99,4789-0/99.99,4724-5/00,4722-9/01}"
40710471000108.0,14734.0,Praça 14 de Janeiro,Aguardando Solicitação,?,Alto Risco,8650006.0,230.0,865000600.0,Atividades de fonoaudiologia,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8650-0/06,7020-4/00.01,8630-5/03,8690-9/99.99,8630-5/02,8299-7/99.01}"
25165315000110.0,14738.0,Nova Cidade,Emitido Automaticamente,2021-02-17 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4712-1/00,4721-1/02}"
9347670000153.0,14741.0,Centro,Emitido Sob Inspeção,2021-04-02 00:00:00,Baixo Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Sul,Canaã,Baixo,Licenciados,"{4772-5/00,4713-0/02,4713-0/04}"
40715748000195.0,14742.0,Centro,Emitido Automaticamente,2021-02-19 00:00:00,Baixo Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Licenciados,{8630-5/03}
36545604000160.0,14745.0,Parque Dez de Novembro,Aguardando Solicitação,2021-02-25 12:01:04,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4772-5/00,3314-7/10,4645-1/01,4644-3/01.01,4744-0/03,4771-7/01}"
15769163000968.0,14750.0,Centro,Aguardando Solicitação,2021-06-05 00:00:49.191136,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Sul,Canaã,Baixo,Não Licenciados,"{4772-5/00,4771-7/03,4773-3/00,4771-7/01}"
10478617000170.0,14754.0,Cidade de Deus,Emitido Automaticamente,2021-06-02 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,{4712-1/00}
40730969000132.0,14755.0,Adrianópolis,Emitido Automaticamente,2021-05-02 00:00:00,Baixo Risco,8650003.0,226.0,865000301.0,Atividades de psicologia,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Licenciados,"{8650-0/03.02,8650-0/03.01}"
12966492000820.0,14762.0,Viila Buriti,Emitido Automaticamente,2021-06-04 00:00:00,Baixo Risco,5620102.0,169.0,562010200.0,"Serviços de alimentação para eventos e recepções -
bufê",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{5620-1/02,5611-2/01.03,5620-1/03}"
34672067000194.0,14763.0,Centro,Emitido Sob Inspeção,2021-04-22 00:00:00,Baixo Risco,5611203.0,163.0,561120300.0,"Lanchonetes, casas de chá,
de sucos e similares",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,"{5611-2/03,5611-2/01.02,5620-1/02,5611-2/01.01,5611-2/01.03,5620-1/04}"
29794034000187.0,14766.0,Santo Antônio,Emitido Automaticamente,2021-08-02 00:00:00,Baixo Risco,9602502.0,259.0,960250201.0,Atividades de estética e outros serviços de cuidados com a beleza,Risco Condicionado,SERVIÇOS,INTERESSE Á SAÚDE,Oeste,Canaã,Baixo,Licenciados,"{9602-5/02.01,9602-5/01}"
14194773000160.0,14767.0,Centro,Emitido Sob Inspeção,2021-08-02 00:00:00,Baixo Risco,4773300.0,141.0,477330000.0,"Comércio varejista de artigos
médicos e ortopédicos",Baixo Risco B,PRODUTOS,PPS,Sul,Canaã,Baixo,Licenciados,{4773-3/00}
40627989000182.0,14770.0,Santa Etelvina,Em análise,2021-02-25 12:01:04,Alto Risco,4771701.0,137.0,477170100.0,"Comércio varejista de produtos farmacêuticos, sem
manipulação de fórmulas",Alto Risco,PRODUTOS,MEDICAMENTOS,Norte,Canaã,Baixo,Em processo,{4771-7/01}
40771973000149.0,14776.0,Tarumã,Em Exigência,?,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Em processo,"{4723-7/00,4729-6/02,5611-2/03,4721-1/04,4721-1/03,4729-6/01}"
1081680000188.0,14777.0,Jorge Teixeira,Em análise,?,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Leste,Canaã,Baixo,Em processo,"{4772-5/00,4771-7/03,4729-6/99,4771-7/01}"
24225816000181.0,14778.0,Cachoeirinha,Emitido Sob Inspeção,2021-11-02 00:00:00,Baixo Risco,4721104.0,130.0,472110400.0,"Comércio varejista de doces, balas, bombons e semelhantes",Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Licenciados,{4721-1/04}
11903088000178.0,14781.0,Da Paz,Emitido Sob Inspeção,2021-11-02 00:00:00,Baixo Risco,4712100.0,127.0,471210000.0,"Comércio varejista de mercadorias em geral, com predominância de produtos
alimentícios - minimercados, mercearias e armazéns",Baixo Risco B,PRODUTOS,ALIMENTOS,Centro-Oeste,Canaã,Baixo,Licenciados,"{4712-1/00,4721-1/03}"
40791399000190.0,14788.0,Petrópolis,Aguardando Solicitação,2021-02-25 12:01:04,Alto Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Sul,Canaã,Baixo,Não Licenciados,"{4723-7/00,4729-6/02,5611-2/03,4520-0/05,4732-6/00,4731-8/00,4784-9/00.05,4771-7/01,4721-1/02}"
36731712000128.0,14789.0,Novo Aleixo,Emitido Automaticamente,2021-10-02 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Norte,Canaã,Baixo,Licenciados,"{4723-7/00,4712-1/00,4741-5/00,4744-0/99,4744-0/04,4744-0/01}"
17976950000159.0,15083.0,Adrianópolis,Aguardando Solicitação,?,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Centro-Sul,Canaã,Baixo,Não Licenciados,"{8630-5/03,8630-5/02}"
38821555000177.0,14791.0,Nova Cidade,Em análise,2021-02-25 12:01:04,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Norte,Canaã,Baixo,Em processo,"{4772-5/00,4771-7/01}"
9243198000109.0,14794.0,Sao Raimundo,Emitido Sob Inspeção,2021-11-02 00:00:00,Baixo Risco,4723700.0,133.0,472370000.0,Comércio varejista de bebidas,Baixo Risco B,PRODUTOS,ALIMENTOS,Oeste,Canaã,Baixo,Licenciados,"{4723-7/00,4712-1/00}"
28659444000152.0,14795.0,D. Pedro,Emitido Sob Inspeção,2021-10-02 00:00:00,Baixo Risco,4773300.0,141.0,477330000.0,"Comércio varejista de artigos
médicos e ortopédicos",Baixo Risco B,PRODUTOS,PPS,Centro-Oeste,Canaã,Baixo,Licenciados,{4773-3/00}
40351094000168.0,14797.0,Sao Jose,Em análise,2021-02-25 12:01:04,Alto Risco,4772500.0,140.0,477250000.0,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Baixo Risco B,PRODUTOS,COSMÉTICOS,Centro-Sul,Canaã,Baixo,Em processo,"{4772-5/00,4729-6/99,4773-3/00,4771-7/01}"
17159127000150.0,14798.0,N. S. Das Gracas,Aguardando Solicitação,2021-06-05 00:00:49.191136,Alto Risco,4645102.0,117.0,464510200.0,Comércio atacadista de próteses e artigos de ortopedia,Alto Risco,PRODUTOS,PPS,Centro-Sul,Canaã,Baixo,Não Licenciados,"{4645-1/02,4645-1/03,4618-4/02,4645-1/01}"
40798508000100.0,15895.0,Centro,Aguardando Solicitação,?,Alto Risco,8630503.0,203.0,863050300.0,Atividade médica ambulatorial restrita a consultas,Baixo Risco B,SERVIÇOS,ASSISTÊNCIA À SAÚDE,Sul,Canaã,Baixo,Não Licenciados,"{8630-5/03,8640-2/02}"
7147665000171.0,14801.0,Coroado,Emitido,2021-09-04 00:00:00,Alto Risco,5620101.0,168.0,562010100.0,Fornecimento de alimentos preparados preponderantemente para empresas,Alto Risco,PRODUTOS,ALIMENTOS,Leste,Canaã,Baixo,Licenciados,{5620-1/01}
