CNPJ;ProtocoloId2;Bairro;Documento;Situação;Atividades;Data da Emissão;Grau de Risco;Principal Atividade
16943788000100;12976;Cidade de Deus;Licença Sanitária;Aguardando Solicitação;{4631-1/00,4723-7/00,4634-6/01,4637-1/07,4712-1/00,4639-7/02,4634-6/02,4637-1/02,4637-1/01,4635-4/02,4724-5/00,4755-5/02,4634-6/03,4721-1/03,4637-1/03,4637-1/06,4639-7/01,4637-1/05,4722-9/01,4637-1/04};;Alto Risco;4631100
7707970000170;12981;Centro;Licença Sanitária;Em Exigência;{5611-2/01.01,5611-2/04};;Baixo Risco;5611201
18974974000131;12983;Gilberto Mestrinho;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00,4789-0/99.99,4763-6/01,4755-5/03,4755-5/02,4721-1/03,4744-0/99,4744-0/03,4744-0/01};20/10/2020;Baixo Risco;4712100
35041266000167;12987;Petrópolis;Licença Sanitária;Emitido Sob Inspeção;{4763-6/02,9313-1/00};20/10/2020;Baixo Risco;4763602
29042445000116;12988;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00};16/10/2020;Baixo Risco;4723700
39438854000190;12989;Compensa;Licença Sanitária;Emitido Automaticamente;{4721-1/04,4723-7/00,4712-1/00,4724-5/00,4721-1/03,4721-1/02};30/10/2020;Baixo Risco;4721104
28162517000104;12990;Da Paz;Licença Sanitária;Aguardando Solicitação;{5611-2/01.01,4723-7/00,4712-1/00,5611-2/03,4722-9/02};;Baixo Risco;5611201
27115973000122;12994;Cachoeirinha;Licença Sanitária;Em análise;{4645-1/02,4645-1/03,4773-3/00,7020-4/00.01,4645-1/01};;Alto Risco;4645102
7523084000197;12995;Centro;Licença Sanitária;Emitido Sob Inspeção;{5590-6/03};16/10/2020;Baixo Risco;5590603
18450466000154;12996;Centro;Licença Sanitária;Emitido Sob Inspeção;{5590-6/03};16/10/2020;Baixo Risco;5590603
20085322000600;12997;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4711-3/02};16/10/2020;Baixo Risco;4711302
63731426000305;13001;Cidade Nova;Licença Sanitária;Emitido Automaticamente;{4772-5/00,4729-6/99,4759-8/99};20/10/2020;Baixo Risco;4772500
31502582000138;13002;Santo Agostinho;Licença Sanitária;Emitido Automaticamente;{4723-7/00,4712-1/00,4713-0/02,8219-9/99};27/10/2020;Baixo Risco;4723700
4240370001200;13091;Sao Geraldo;Licença Sanitária;Aguardando Solicitação;{5611-2/01.01,4723-7/00,4729-6/99,5611-2/03,4724-5/00,4693-1/00,5620-1/01,4722-9/02,4722-9/01,4721-1/02};;Alto Risco;5611201
84521053002787;13004;Parque Dez de Novembro;Licença Sanitária;Emitido;{4774-1/00,4772-5/00,4789-0/05,4773-3/00,4713-0/02,4771-7/01,8650-0/99.99};08/01/2021;Alto Risco;4774100
32855669000151;13005;Centro;Licença Sanitária;Emitido Sob Inspeção;{5510-8/01.01,4330-4/02.01};19/10/2020;Baixo Risco;5510801
39448332000179;13006;Cidade Nova;Licença Sanitária;Emitido Automaticamente;{4783-1/01,4781-4/00,4789-0/07,4789-0/01,4772-5/00,4763-6/01,4761-0/03,4751-2/01};27/10/2020;Baixo Risco;4783101
39448940000183;13008;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{4772-5/00,4771-7/01};;Alto Risco;4772500
39449091000182;13009;Morro Da Liberdade;Licença Sanitária;Emitido Automaticamente;{4772-5/00,5611-2/03,1411-8/01,4781-4/00,9602-5/02.01,9602-5/01};28/01/2021;;4772500
37812976000179;13011;Tancredo Neves;Licença Sanitária;Aguardando Solicitação;{8640-2/02,8630-5/04};;Alto Risco;8640202
11050538000127;13013;Adrianópolis;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em análise;{8630-5/03,8630-5/04};;Alto Risco;8630503
22891102000187;13015;Cidade Nova;Licença Sanitária;Emitido Automaticamente;{9313-1/00};08/01/2021;Baixo Risco;9313100
32318236000248;13017;Colônia Terra Nova;Licença Sanitária;Emitido;{4772-5/00,4771-7/03,4771-7/01};03/11/2020;Alto Risco;4772500
39451882000147;13018;Sao Geraldo;Licença Sanitária;Emitido Automaticamente;{4781-4/00,4789-0/01,4772-5/00,4789-0/05,4759-8/99,9602-5/02.01,9602-5/01};20/10/2020;;4781400
35853843000115;13020;Colônia Terra Nova;Licença Sanitária;Emitido Sob Inspeção;{4781-4/00,4729-6/99,9313-1/00};21/10/2020;Baixo Risco;4781400
8338020000189;16134;Aleixo;Licença Sanitária;Aguardando Solicitação;{5611-2/03,5620-1/01,5620-1/02,5611-2/01.01,5620-1/04,5611-2/04,5620-1/03};;Alto Risco;5611203
15780501000105;13022;Vila da Prata;Licença Sanitária;Emitido Sob Inspeção;{6209-1/00,4723-7/00,9511-8/00.01,9512-6/00.01,4757-1/00,4789-0/99.99,8111-7/00.01,8121-4/00,5320-2/02,8020-0/01.01,4751-2/01,4321-5/00.01};21/10/2020;Baixo Risco;6209100
35753084000119;13023;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4722-9/02};19/10/2020;Baixo Risco;4722902
31544800000105;13024;Petrópolis;Licença Sanitária;Emitido Automaticamente;{5611-2/03};20/10/2020;Baixo Risco;5611203
84096767000156;13027;Raiz;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03};04/11/2020;Baixo Risco;5611201
24332411000142;13034;Mauazinho;Licença Sanitária;Emitido Automaticamente;{4712-1/00};19/10/2020;Baixo Risco;4712100
24332411000223;13035;Mauazinho;Licença Sanitária;Emitido Automaticamente;{4712-1/00};20/10/2020;Baixo Risco;4712100
24128062000141;13042;Adrianópolis;Licença Sanitária;Emitido Automaticamente;{5620-1/04,4759-8/99,6622-3/00};20/10/2020;Baixo Risco;5620104
38314675000188;13047;Jorge Teixeira;Licença Sanitária;Emitido;{4644-3/01.01,4645-1/03,4645-1/01};10/12/2020;Alto Risco;4644301
24865624000130;13048;Parque Dez de Novembro;Licença Sanitária;Emitido Automaticamente;{4789-0/03,4789-0/04,4763-6/04,4789-0/99.99,4754-7/03,4789-0/02,4744-0/01,4754-7/01};22/10/2020;Baixo Risco;4789003
7175647000446;13049;Sao Jose;Licença Sanitária;Aguardando Solicitação;{8630-5/02};;Alto Risco;8630502
57255614000131;13050;N. S. Das Gracas;Licença Sanitária;Indeferido;{4781-4/00,4772-5/00,4729-6/99,4789-0/99.99,4771-7/03,4773-3/00,4771-7/01,4771-7/04};;Alto Risco;4781400
39474859000178;13051;Colônia Santo Antônio;Licença Sanitária;Emitido Automaticamente;{4723-7/00};30/04/2021;Baixo Risco;4723700
32383613000141;13053;Santo Antônio;Licença Sanitária;Emitido Automaticamente;{4712-1/00,4751-2/01};20/10/2020;Baixo Risco;4712100
39476605000199;13055;Sao Raimundo;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,5611-2/03};19/10/2020;Baixo Risco;5611201
39478301000160;13058;Lírio do Vale;Licença Sanitária;Emitido Automaticamente;{4729-6/99};26/11/2020;Baixo Risco;4729699
6126430000130;13059;Praça 14 de Janeiro;Licença Sanitária;Em Exigência;{1091-1/02};;Baixo Risco;1091102
15342881000104;13061;Adrianópolis;Licença Sanitária;Emitido;{8599-6/04,9602-5/02.01,8630-5/04};18/05/2021;Alto Risco;8599604
39482437000144;13062;Armando Mendes;Licença Sanitária;Emitido Automaticamente;{4712-1/00,1091-1/02,4721-1/03,4721-1/02};11/03/2021;Baixo Risco;4712100
39484440000105;13063;Educando;Licença Sanitária;Emitido Automaticamente;{4721-1/04,4723-7/00,4712-1/00,5611-2/03,8211-3/00,5320-2/02,4721-1/03,4721-1/02,8299-7/99.99};29/10/2020;Baixo Risco;4721104
39484838000133;13064;D. Pedro;Licença Sanitária;Emitido Automaticamente;{4721-1/04,4729-6/99};24/10/2020;Baixo Risco;4721104
26060205000156;13070;Centro;Licença Sanitária;Emitido Automaticamente;{4781-4/00,4712-1/00,5611-2/03};20/10/2020;Baixo Risco;4781400
13851948000364;13071;Alvorada;Licença Sanitária;Emitido Automaticamente;{4712-1/00,1091-1/02,4722-9/01};22/10/2020;Baixo Risco;4712100
37184288000292;14564;Chapada;Licença Sanitária;Emitido Automaticamente;{4721-1/04,4744-0/99};21/01/2021;Baixo Risco;4721104
39488354000162;13073;Educando;Licença Sanitária;Aguardando Solicitação;{4712-1/00,1091-1/01,4721-1/03,4691-5/00};;Alto Risco;4712100
39473744000169;13074;Coroado;Licença Sanitária;Emitido Automaticamente;{4729-6/02};20/10/2020;Baixo Risco;4729602
30948678000161;13076;Flores;Licença Sanitária;Emitido Sob Inspeção;{8660-7/00.02,8630-5/03,8650-0/01,8660-7/00.01};21/10/2020;;8660700
39488922000125;13079;Colônia Santo Antônio;Licença Sanitária;Emitido Automaticamente;{4781-4/00,4789-0/01,4772-5/00,4782-2/01,4757-1/00,4755-5/03};20/10/2020;Baixo Risco;4781400
84521053008203;13080;Ponta Negra;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Emitido;{4772-5/00,8630-5/06,4789-0/05,4773-3/00,4713-0/02,4771-7/01,8650-0/99.99};02/03/2021;Alto Risco;4772500
351137000190;13081;Adrianópolis;Licença Sanitária;Emitido Automaticamente;{4618-4/99,4618-4/03,4729-6/99,4618-4/01,4618-4/02,8211-3/00,7020-4/00.01,9609-2/99.99,8219-9/99,7740-3/00.01,6920-6/02,7490-1/99.99,4617-6/00,6622-3/00};13/11/2020;;4618499
3798122000163;13082;Área de Transição Urbana;Licença Sanitária;Emitido Automaticamente;{4723-7/00,4520-0/01,7911-2/00,4930-2/03.01,4639-7/01,4930-2/03.02,7719-5/99};26/10/2020;Baixo Risco;4723700
38424234000139;13083;Tancredo Neves;Licença Sanitária;Emitido Automaticamente;{5611-2/04,5611-2/05.02};20/10/2020;Baixo Risco;5611204
24280419000102;13085;Cachoeirinha;Licença Sanitária;Emitido Automaticamente;{5611-2/01.02};21/10/2020;Baixo Risco;5611201
63731426000216;13086;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{4729-6/99};21/10/2020;Baixo Risco;4729699
5853281000904;13089;Cachoeirinha;Licença Sanitária;Aguardando Solicitação;{5620-1/01};;Alto Risco;5620101
10288430000104;13092;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4729-6/99,4721-1/03};21/10/2020;Baixo Risco;4729699
23036905000117;13096;Adrianópolis;Licença Sanitária;Em Exigência;{5611-2/01.03,5611-2/03};;Baixo Risco;5611201
32183085000187;16115;Centro;Licença Sanitária;Emitido Automaticamente;{5611-2/05.01,9329-8/01,5611-2/03,5611-2/01.01};14/05/2021;Baixo Risco;5611205
6198308000170;13098;Alvorada;Licença Sanitária;Emitido Automaticamente;{9602-5/02.01};27/10/2020;;9602502
39498406000181;13102;Santa Etelvina;Licença Sanitária;Emitido Sob Inspeção;{4530-7/04,4520-0/07.01,4783-1/02,4783-1/01,4781-4/00,4530-7/03,4732-6/00,4759-8/01,4789-0/01,4752-1/00,4772-5/00,4782-2/01,4541-2/06,4753-9/00,4763-6/02,4744-0/01};23/10/2020;Baixo Risco;4530704
22861556000105;13103;Lago Azul;Licença Sanitária;Emitido Automaticamente;{4781-4/00,4723-7/00,4712-1/00,4722-9/01,4721-1/02};27/10/2020;Baixo Risco;4781400
11844623000329;13105;Parque Dez de Novembro;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03};27/10/2020;Baixo Risco;5611201
26227385000118;13106;Distrito Industrial;Licença Sanitária;Aguardando Solicitação;{4623-1/05,4637-1/07,4639-7/02,4637-1/02,4637-1/03,5250-8/03.01,4632-0/02,4691-5/00,4639-7/01,4637-1/05,4633-8/01,4635-4/03,4930-2/02.01};;Alto Risco;4623105
39510087000182;13108;Novo Aleixo;Licença Sanitária;Em análise;{5611-2/01.03,5620-1/04,5620-1/01,5620-1/03};;Alto Risco;5611201
20554873000153;13109;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{8630-5/03};22/10/2020;Baixo Risco;8630503
7555086000168;13111;Japim;Licença Sanitária;Indeferido;{8630-5/03,8690-9/99.99,8650-0/05,8640-2/99,9499-5/00,8650-0/06,8650-0/03.02,9493-6/00.01,9430-8/00,8650-0/03.01,8690-9/01,8650-0/04};;Alto Risco;8630503
34500248000133;13112;Tarumã;Licença Sanitária;Emitido Sob Inspeção;{8599-6/04,8599-6/99,8593-7/00.01};22/10/2020;Baixo Risco;8599604
39513712000140;13113;Colônia Terra Nova;Licença Sanitária;Aguardando Solicitação;{4723-7/00,4772-5/00,4771-7/03,4771-7/01};;Alto Risco;4723700
12818388000111;13115;Planalto;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4784-9/00.05};21/10/2020;Baixo Risco;4723700
31476261000106;13116;Parque Dez de Novembro;Licença Sanitária;Emitido Automaticamente;{9602-5/02.01,9602-5/01};21/10/2020;;9602502
8576457000150;13117;Praça 14 de Janeiro;Licença Sanitária;Aguardando Solicitação;{4664-8/00.01,4645-1/03,4645-1/01};;Alto Risco;4664800
36758240000105;13118;Cachoeirinha;Licença Sanitária;Emitido;{4689-3/99,4789-0/07,4649-4/02,7739-0/02.01,3313-9/99,4645-1/02,4647-8/01,4664-8/00.01,4645-1/03,4651-6/01,4669-9/99,4646-0/02,3319-8/00,4645-1/01};20/04/2021;Alto Risco;4689399
37762899000190;13119;Cidade Nova;Licença Sanitária;Emitido Sob Inspeção;{4783-1/02,7490-1/05.01,8230-0/01.02,9001-9/02.01,7319-0/02,5611-2/03,9001-9/99.01,9001-9/04.02,1813-0/99,4762-8/00,4789-0/99.12,5912-0/01,9001-9/03,7810-8/00,4789-0/99.13,4789-0/99.08,4781-4/00,9001-9/06.01,9001-9/99.99,4789-0/01,4616-8/00,4782-2/01,9001-9/04.01,9001-9/01.02,9003-5/00.01,4789-0/99.02,9001-9/06.03,4789-0/99.99,4763-6/01,9001-9/06.04,4789-0/99.03,8230-0/01.01,8599-6/04,4761-0/03,9001-9/02.02,9001-9/01.01,9003-5/00.02,9001-9/99.02,7490-1/05.02,9001-9/06.02,4789-0/99.15,4761-0/02};04/03/2021;Baixo Risco;4783102
39517334000172;13120;Cidade Nova;Licença Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
39518400000129;13121;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03,5620-1/04,5611-2/03,5611-2/04,7740-3/00.01,5612-1/00};04/11/2020;Baixo Risco;5611201
39518319000149;13144;Nova Cidade;Licença Sanitária;Emitido Automaticamente;{4772-5/00,4618-4/01,7319-0/02};22/10/2020;Baixo Risco;4772500
34349923000256;13125;Centro;Licença Sanitária;Emitido Sob Inspeção;{4783-1/02,4783-1/01,4781-4/00,4759-8/01,4789-0/01,4772-5/00,4782-2/01,4755-5/03,4755-5/02,4763-6/02,4755-5/01,4751-2/01};27/10/2020;Baixo Risco;4783102
39519987000190;13126;Lago Azul;Licença Sanitária;Emitido Automaticamente;{4742-3/00,4723-7/00,4752-1/00,4712-1/00,4789-0/99.99,4744-0/99,4751-2/01};27/10/2020;Baixo Risco;4742300
35501978000111;13127;Novo Aleixo;Licença Sanitária;Emitido Sob Inspeção;{5611-2/03};09/11/2020;Baixo Risco;5611203
39520621000131;13128;Jorge Teixeira;Licença Sanitária;Emitido Automaticamente;{9313-1/00};03/11/2020;Baixo Risco;9313100
34923636000127;13188;Praça 14 de Janeiro;Licença Sanitária;Emitido Automaticamente;{4729-6/99,5611-2/03};26/10/2020;Baixo Risco;4729699
31513603000110;13133;Colônia Antônio Aleixo;Licença Sanitária;Emitido Automaticamente;{5620-1/04,5611-2/01.02,5620-1/02};22/10/2020;Baixo Risco;5620104
39521923000124;14298;Aleixo;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4729-6/99,4712-1/00,4722-9/02,4639-7/01};04/01/2021;Baixo Risco;4723700
28216012000177;13137;Japim;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00,4724-5/00,4721-1/03,4722-9/01};24/11/2020;Baixo Risco;4712100
5424561000131;13138;Da Paz;Licença Sanitária;Aguardando Solicitação;{7711-0/00,8211-3/00,4930-2/02.01,7719-5/99};;Baixo Risco;7711000
35047864000224;13139;Flores;Licença Sanitária;Emitido Automaticamente;{4781-4/00,4752-1/00,4772-5/00,4755-5/02,4761-0/03,4751-2/01};27/10/2020;Baixo Risco;4781400
30897412000137;13140;N. S. Das Gracas;Licença Sanitária;Emitido Automaticamente;{9602-5/02.01};22/10/2020;;9602502
17284229000106;13141;Santo Antônio;Licença Sanitária;Em análise;{4772-5/00,4771-7/03,4771-7/01};;Alto Risco;4772500
84517895000126;13142;Parque Dez de Novembro;Licença Sanitária;Emitido Sob Inspeção;{4781-4/00,4723-7/00,4772-5/00,4782-2/01,4789-0/99.99,4782-2/02,9602-5/02.01,9602-5/01};04/11/2020;;4781400
24891424000151;13143;Tancredo Neves;Licença Sanitária;Emitido;{4772-5/00,4771-7/01};15/04/2021;Alto Risco;4772500
30813073000163;13147;Cidade Nova;Licença Sanitária;Em Exigência;{9602-5/02.01,9602-5/01};;;9602502
18738604000103;13148;Redenção;Licença Sanitária;Emitido Automaticamente;{4761-0/03};22/10/2020;Baixo Risco;4761003
25212971000126;13154;Flores;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,4712-1/00};27/10/2020;Baixo Risco;5611201
15374505000193;13155;Novo Aleixo;Licença Sanitária;Emitido Automaticamente;{4721-1/04,4723-7/00,4729-6/02,4729-6/99,4712-1/00,4724-5/00,4721-1/03,4722-9/01};26/10/2020;Baixo Risco;4721104
39534505000171;13158;Colônia Oliveira Machado;Licença Sanitária;Emitido Automaticamente;{4723-7/00,4729-6/99,4712-1/00,4784-9/00.05,4713-0/02};28/10/2020;Baixo Risco;4723700
39534988000104;13160;Novo Aleixo;Licença Sanitária;Emitido Automaticamente;{8599-6/04,9313-1/00};29/10/2020;Baixo Risco;8599604
15497036000442;13162;Sao Jose;Licença Sanitária;Emitido Automaticamente;{4774-1/00};27/10/2020;Baixo Risco;4774100
36337993000139;13163;Lírio do Vale;Licença Sanitária;Emitido Automaticamente;0;29/10/2020;Baixo Risco;0
37761946000180;13164;Crespo;Licença Sanitária;Emitido Sob Inspeção;{4530-7/03,4752-1/00,4789-0/99.99};27/10/2020;Baixo Risco;4530703
38382657000133;13165;Sao  Francisco;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03,5620-1/04,1096-1/00,5620-1/02,5620-1/03};28/10/2020;;5611201
20033073000197;13979;Tarumã;Licença Sanitária;Indeferido;{5611-2/03,5620-1/01,5611-2/01.02};;Alto Risco;5611203
45543915009723;13167;Parque Dez de Novembro;Licença Sanitária;Em análise;{7490-1/04,6619-3/02,4755-5/02,7420-0/03,4771-7/01,8299-7/99.01,4711-3/02};;Alto Risco;7490104
30888214000298;13168;Flores;Licença Sanitária;Emitido Sob Inspeção;{4783-1/02,4774-1/00,4789-0/01};27/10/2020;Baixo Risco;4783102
36110703000110;13169;Cidade Nova;Licença Sanitária;Emitido Automaticamente;{4774-1/00};26/10/2020;Baixo Risco;4774100
39538492000109;13170;Adrianópolis;Licença Sanitária;Em Exigência;{5611-2/01.03,5611-2/03};;Baixo Risco;5611201
35724535000270;13171;Centro;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.01,5611-2/01.02};26/10/2020;Baixo Risco;5611201
12772911000116;13172;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{4773-3/00};27/10/2020;Baixo Risco;4773300
39539577000101;13173;Adrianópolis;Licença Sanitária;Emitido Automaticamente;{4721-1/04,5620-1/04,5611-2/03,5320-2/02,5620-1/03};29/10/2020;Baixo Risco;4721104
19168775000107;13174;Armando Mendes;Licença Sanitária;Emitido Sob Inspeção;{5611-2/01.03};27/10/2020;Baixo Risco;5611201
39539631000119;13175;Chapada;Licença Sanitária;Em Exigência;{4783-1/02,4783-1/01,4774-1/00,4643-5/02,4772-5/00,4782-2/02,4649-4/10,4649-4/99};;Baixo Risco;4783102
28815281000230;13176;Coroado;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4784-9/00.04};08/12/2020;Baixo Risco;4723700
39536055000156;13177;Praça 14 de Janeiro;Licença Sanitária;Aguardando Solicitação;{5620-1/01};;Alto Risco;5620101
11046237000120;13178;Colônia Santo Antônio;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4712-1/00,5611-2/03};28/10/2020;Baixo Risco;4723700
31792990000171;13179;Coroado;Licença Sanitária;Emitido Automaticamente;{4530-7/03,4520-0/07.02,4789-0/99.99,4741-5/00,4530-7/04,4520-0/07.01};04/11/2020;Baixo Risco;4530703
39545889000128;13190;Flores;Licença Sanitária;Emitido Automaticamente;{4722-9/02};06/03/2021;Baixo Risco;4722902
39546487000148;13636;Centro;Licença Sanitária;Emitido Sob Inspeção;{8230-0/01.02,5611-2/03,9319-1/01.02,9319-1/01.01,6622-3/00,6821-8/02,9312-3/00};18/02/2021;Baixo Risco;8230001
39537392000168;13192;Centro;Licença Sanitária;Emitido Automaticamente;0;27/10/2020;Baixo Risco;0
28839409000115;13193;Monte Das Oliveira;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4712-1/00,4784-9/00.04};25/10/2020;Baixo Risco;4723700
39531289000100;13194;Centro;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,5611-2/05.02};26/10/2020;Baixo Risco;5611201
43244631005470;13197;Flores;Licença Sanitária;Em análise;{4930-2/01.01,8599-6/04,4930-2/03.01,4930-2/02.01};;Alto Risco;4930201
25042578000131;13198;Praça 14 de Janeiro;Licença Sanitária;Emitido Automaticamente;{8299-7/99.12,9602-5/02.02,8299-7/99.10,8299-7/99.03,8299-7/99.99,8299-7/99.04,8299-7/99.08,8299-7/99.14,8299-7/99.09,8211-3/00,8299-7/99.02,8299-7/99.07,8299-7/99.11,8299-7/99.13,8299-7/99.05,8599-6/99,9602-5/02.01,8299-7/99.06,8219-9/99,8299-7/99.01,6920-6/01};17/03/2021;;8299799
36208332000103;13199;Nova Cidade;Licença Sanitária;Em análise;{5611-2/01.03,5620-1/04,5620-1/01};;Alto Risco;5611201
33720754000175;13200;Sao Jorge;Licença Sanitária;Emitido Automaticamente;{5611-2/01.02};21/12/2020;Baixo Risco;5611201
37909527000143;13201;Centro;Licença Sanitária;Emitido Automaticamente;{4789-0/03,4789-0/01,4789-0/99.99,4649-4/99};27/10/2020;Baixo Risco;4789003
9495101000155;13202;Monte Das Oliveira;Licença Sanitária;Emitido Automaticamente;{4781-4/00,4618-4/99,4782-2/01,4712-1/00,4613-3/00,5611-2/03,4724-5/00,4761-0/03,4721-1/03,4755-5/01,4722-9/01,4721-1/02,4617-6/00};29/10/2020;Baixo Risco;4781400
39560318000162;13203;Aleixo;Licença Sanitária;Aguardando Solicitação;{5611-2/05.01,5611-2/01.03,4772-5/00,5620-1/01};;Alto Risco;5611205
2760579000116;13205;Coroado;Licença Sanitária;Emitido Automaticamente;{1031-7/00.01,1052-0/00,1033-3/01};26/10/2020;;1031700
24039595000238;13206;Parque Dez de Novembro;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4729-6/99};16/12/2020;Baixo Risco;4723700
16637374000152;13208;Cachoeirinha;Licença Sanitária;Emitido Automaticamente;{4781-4/00,4789-0/04,9609-2/08,4771-7/04,7500-1/00.04};05/11/2020;;4781400
39561034000190;13209;Cidade Nova;Licença Sanitária;Emitido Sob Inspeção;{4721-1/04,4723-7/00,4729-6/99,4712-1/00,4721-1/02};27/10/2020;Baixo Risco;4721104
39561150000100;13210;Da Paz;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,5611-2/03,5320-2/02,5620-1/03};27/10/2020;Baixo Risco;5611201
39561228000196;13211;Japim;Licença Sanitária;Emitido Sob Inspeção;0;27/10/2020;Baixo Risco;0
5333753000132;13212;Coroado;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00,4724-5/00,4722-9/01};28/10/2020;Baixo Risco;4712100
39560514000137;13213;Colônia Santo Antônio;Licença Sanitária;Emitido Automaticamente;{4712-1/00,5611-2/03,4722-9/01,4721-1/02};27/10/2020;Baixo Risco;4712100
39513242000114;13216;Sao Jorge;Licença Sanitária;Emitido Automaticamente;{4723-7/00,4729-6/99,5620-1/04,5620-1/02};28/10/2020;Baixo Risco;4723700
30610702000158;13223;Cidade de Deus;Licença Sanitária;Indeferido;{4723-7/00,4772-5/00,4771-7/03,4755-5/02,4773-3/00,4761-0/03,4771-7/01,4761-0/02};;Alto Risco;4723700
39525343000105;13224;N. S. Das Gracas;Licença Sanitária;Emitido Sob Inspeção;{4772-5/00,4789-0/99.99,9602-5/02.01,9602-5/01};26/10/2020;;4772500
39525173000169;13226;Cidade de Deus;Licença Sanitária;Emitido Sob Inspeção;{4712-1/00};26/10/2020;Baixo Risco;4712100
31580875000133;13227;Sao Geraldo;Licença Sanitária;Emitido Automaticamente;{4772-5/00,9602-5/02.02,9602-5/02.01,9602-5/01};28/10/2020;;4772500
39572926000197;13228;Santo Antônio;Licença Sanitária;Emitido Automaticamente;{4729-6/02};10/05/2021;Baixo Risco;4729602
35724535000190;13230;Centro;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03};27/10/2020;Baixo Risco;5611201
39575424000110;13231;Praça 14 de Janeiro;Licença Sanitária;Emitido Automaticamente;{4712-1/00,5611-2/03,4759-8/99,4754-7/01};21/12/2020;Baixo Risco;4712100
24502977000680;13232;Nova Esperanca;Licença Sanitária;Emitido Automaticamente;{4774-1/00};29/10/2020;Baixo Risco;4774100
36667120000194;13235;N. S. Das Gracas;Licença Sanitária;Em Exigência;{8630-5/03,9313-1/00,8690-9/01,8650-0/04};;Baixo Risco;8630503
39577288000105;14042;Adrianópolis;Licença Sanitária;Emitido Sob Inspeção;{5611-2/03,4761-0/01,4761-0/03,8593-7/00.01,8550-3/02};05/04/2021;Baixo Risco;5611203
37897783000249;13237;Centro;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,5611-2/03,5611-2/01.02};23/11/2020;Baixo Risco;4723700
28209432000126;13240;Lago Azul;Licença Sanitária;Emitido Sob Inspeção;{4723-7/00,4712-1/00,4784-9/00.05,4722-9/01};28/12/2020;Baixo Risco;4723700
31260825000179;13241;Sao Geraldo;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Em Exigência;{8640-2/02,8640-2/01};;Alto Risco;8640202
39577781000117;13242;Coroado;Licença Sanitária;Emitido Automaticamente;{4772-5/00};27/10/2020;Baixo Risco;4772500
35636553000209;13243;Tancredo Neves;Certidão de Aprovação de Projeto junto a Vigilância Sanitária;Aguardando Solicitação;{8630-5/04};;Alto Risco;8630504
26805629000100;13247;Monte Das Oliveira;Licença Sanitária;Emitido Automaticamente;{5611-2/05.01,5611-2/03,5611-2/01.02};18/03/2021;Baixo Risco;5611205
28691474000146;13248;Centro;Licença Sanitária;Emitido Sob Inspeção;{4774-1/00};01/11/2020;Baixo Risco;4774100
39582544000144;13249;Centro;Licença Sanitária;Emitido Automaticamente;{5611-2/01.03,5620-1/04,5611-2/03,5320-2/02};28/10/2020;Baixo Risco;5611201
7862792000152;13250;Cachoeirinha;Licença Sanitária;Emitido;{4644-3/01.01,4645-1/01};10/12/2020;Alto Risco;4644301
39583047000160;13252;Ponta Negra;Licença Sanitária;Aguardando Solicitação;{8640-2/05,8640-2/04,7420-0/01.01};;Alto Risco;8640205
22660268000192;13254;Adrianópolis;Licença Sanitária;Emitido Automaticamente;{9602-5/02.01,9602-5/01};27/10/2020;;9602502
33964103000120;13256;Centro;Licença Sanitária;Emitido Sob Inspeção;{4781-4/00,4789-0/01,4772-5/00};28/10/2020;Baixo Risco;4781400
36089778000166;16082;Centro;Licença Sanitária;Emitido Automaticamente;{5590-6/03};19/05/2021;Baixo Risco;5590603
